SHIR FPGA b16,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144
288475,459241,656819,979038,2645227,3760731,10813462,16585793,37043712,136973044,145572914,290267861,572122309,2442917660
297342,472754,662334,1032555,3134488,3399099,10310332,19693196,35810585,139222520,151271656,289238888,573395889,2429591394
275014,455328,624434,1030449,2557917,3418826,8814722,15067345,35682055,136108731,171013069,289080161,569187178,2476739722
293201,475267,660759,1018433,3274496,3674684,10516878,19806372,36415625,133035672,176782971,289051944,569243282,2424699192
284695,477440,665546,1061286,2557978,3328295,10940157,18612090,35710634,132300991,203163421,287678224,570381300,2450866060
285915,467857,652436,1056043,3178830,3394371,10862655,16020226,36800802,133357316,203460488,289609604,569857364,2485827240
281362,495327,680750,1006202,2615304,3185969,11579479,18686656,35601298,132399505,217118370,290193426,565047730,2473591929
292310,479359,679093,1061316,3220502,5712235,10944483,19746933,36756780,133245383,215265239,290726936,569285622,2494379725
288965,454950,635015,1011960,2612875,4030421,11503773,16517864,35781935,137404784,226486806,288874291,566716999,2612546744
340541,477251,659580,1009136,3223871,3259353,10850129,19734184,36722945,132875394,222104664,289241049,562934093,2474022724
299850,460025,656009,1064210,2610187,5555731,11661270,14941699,35922953,131781518,232895923,291099291,560455022,2482181527
291212,477373,632849,996651,3181554,3414811,10289395,19953259,36756321,159277639,228117734,288626860,563081899,2467247090
289660,468720,710024,1048243,2599678,3407629,8782875,18246742,35853240,137290087,234464961,290482427,560798581,2463924253
289816,472834,637219,994365,3144133,3961855,10850183,16106956,36870323,144161440,231162366,291145424,562245724,2429908388
317494,470709,645187,1074409,2523759,3309127,11487485,18670710,35781066,138614570,236768284,286452042,563485279,2456617850
313432,476965,651408,971128,3055175,4160279,8593899,19339541,36657138,137539123,232813770,287256069,560254858,2491017716
311430,470794,650347,1040383,2273206,3985370,11446418,16693211,35639796,147739768,237017955,286312938,558531139,2485618747
295331,470176,637334,1025829,3047861,3298068,10678368,19394296,36904735,137367133,234741469,287184756,560182211,2415228012
287591,448097,650976,1035164,2376360,4202622,10582096,14838713,35871959,140238780,239031824,285976493,555432908,2456402322
297413,480167,631644,1027760,2892169,3311735,10591419,19635916,36877980,136651329,234711714,286673782,562059547,2492054327
295797,444680,635043,993212,2319542,3869779,8273156,18066660,35827091,140064353,237982661,288136231,561228986,2453343723
338200,477101,646304,1026190,2972630,3905468,10824643,17622454,36723541,136991872,234030086,286282671,562138627,2456819198
296099,462140,626791,1019913,2322476,3214825,10471102,18360947,35642156,140346886,238514305,288896515,561098442,2490206971
297316,467672,653478,1039172,2972555,5567664,10497498,16159456,36986284,137759330,234306415,287554255,560247353,2485942369
303831,455821,638086,1052162,2356653,3435981,11197045,18848499,36115001,141276761,237733468,287914093,560124699,2431496377
286340,464980,618298,984942,2973331,3605066,8388330,18857333,36751211,137840058,235575189,288178997,577403515,2464699673
293004,455677,619667,1039627,2437462,3930536,10848549,14867192,36008443,141439469,237920939,288975402,559021534,2448235504
297445,478878,647048,1004687,3117594,3238053,10604317,19892270,37103257,139399801,234712708,284194291,555305868,2503524515
292961,468542,643282,1048249,2381765,3268171,10470588,18177157,35741408,141311398,239825705,280573237,553322346,2556060929
285594,479453,642607,1026677,3459291,3279299,11197699,16010828,36876298,154908311,233447178,287846752,553523331,2473377340
281982,452767,654228,991460,2540918,5742205,10285811,18623963,35603701,162561502,237050094,281229521,557167211,2441142684
299134,483820,634135,1030765,3068046,11299213,11369071,19392094,37215468,154327576,233816745,281556394,555156665,2608882469
294570,463094,631640,1053166,2392408,3817137,8535773,14840354,36093582,141257342,236854994,280869708,558269644,2562492630
297561,464356,637003,1023009,2924473,4252530,10906319,19812040,36465184,138917898,234126247,279541616,561327204,2448533126
282834,458680,658568,1075073,2307320,3632902,10936439,17732818,35952861,154550339,238692422,288188038,563376791,2462085588
295086,456684,649936,983305,3073362,6265350,10741167,17781398,36977422,138694976,234411962,279464087,560513775,2443884773
322388,450009,640614,1017999,2294947,3725564,11380231,18468611,35653368,170912745,238640622,289472256,559424024,2438231932
305831,487962,641167,1031076,3062513,3637574,10451311,15955163,37105795,139398979,233360821,287913899,561252626,2412353403
305518,451138,650916,1011030,2335179,4123369,11047263,18641559,35843310,141673389,236960082,289414484,561544040,2428980601
291096,465764,643165,1069094,3040513,3522554,10632389,19468485,37095353,161262252,233906933,290360706,559728500,2435602921
299575,452897,649691,981644,2376361,3515888,10951704,14883535,35759643,141959564,236262613,280262595,589130522,2792239571
292727,461474,640858,1017306,3070989,3469430,10486439,20052644,37117231,157693673,232914051,288464435,575426368,2442131931
298829,441836,650152,1024623,2635913,6221497,11511267,18517605,35792899,142112788,238355521,284697128,567522801,2437135965
299499,483729,615921,1007159,3271596,4090665,10716479,16300876,36910374,157369398,233779622,285285518,565801241,2454792247
300459,455624,638261,1061157,2625851,3683929,11665146,18891244,29243535,147078037,237157132,287230255,553401915,2455002371
293537,475701,646539,1010964,3270201,3501787,10725322,19721910,38793658,139254171,234058287,284706233,552394278,2464962815
287787,457607,646605,1060401,2595701,3712884,11652700,14706969,35749557,141436261,237193134,286018426,552620383,2427204995
290736,489020,617044,997895,3182098,4638384,10804299,19576777,30174004,148355874,233372388,286202293,554799824,2452880383
298796,448011,647579,1042093,2613534,4510362,11491756,18489242,37246936,141521079,236903458,286506302,555013019,2535349557
292838,469351,626304,1013742,3264736,3489592,10691746,15671805,36816002,138386033,232782711,288307260,552608550,2460963581
299530,460601,654680,1042356,2656328,3512945,10847081,18466922,28896711,140545262,236252407,288417849,552663688,2452279575
292232,473221,643624,1019051,3264320,3461823,10882379,19276886,38558471,138772023,233166427,282647170,554206268,2443221269
289491,461233,644648,986789,2610699,4536976,10858905,14577375,35505633,141209577,237463901,285791276,552095501,2441364773
291062,481671,631474,1007240,3301485,3540491,11042309,19426942,30161218,138582823,233147474,286049706,552330193,2470852879
288917,466712,654191,1025377,2646236,3752867,10702148,18232681,37192658,141471942,237365707,284383344,553921688,2480600064
297468,461582,615011,1020036,3266914,3504459,10784961,15830013,36919347,138878568,233136719,285400065,553766849,2435180035
305767,468776,632116,1048396,2632776,3319619,11506392,18379682,29181935,142798357,237096721,285634306,553580161,2478356665
292622,476280,661697,1008115,3220162,4050618,10676292,19670101,38481552,143632754,232141402,287754008,552859230,2474599599
292186,482357,636675,1011617,2601105,3458466,11537163,14645211,35826364,134587066,237813471,284215398,552062440,2478639661
294802,476901,617854,1007479,3256373,6038569,8839096,19865021,30573044,133547655,233765214,286381336,550941730,2491389793
310564,452579,710659,1072866,2608485,3634721,11087524,18398220,37749300,131652210,236833683,288505337,552652483,2464058788
297080,493640,614007,1020929,3235631,3417588,11640316,16078416,42956397,132724929,232893701,282206563,552257028,2572518544
291623,451634,621863,992831,2652102,4048992,8681378,18912281,35346451,130293956,237170573,286367983,553768586,2607177662
291127,458499,640823,1016847,3237180,3491437,11464981,19385762,39888742,132281136,233100400,287198219,553470364,2451852120
307293,478352,620815,1026558,2608823,6095136,11556654,14844097,36488666,130589967,238012897,285714644,553723012,2443155991
289676,478950,638480,1048432,3179095,3627876,10875602,20072304,37580095,131995960,233814784,284375128,552656157,2410678132
293461,478150,639320,1042078,2612565,3420929,11726173,18516906,36442483,131904776,237283989,284030852,552124874,2422763728
295413,487492,624507,999280,3225536,3993915,10875118,16033570,37907953,132693082,233976554,289318041,553138638,2468550606
275230,450352,653607,1030451,2651872,3509674,10979571,18868769,36693634,131806387,236436322,287648913,555418911,2438872971
263832,459132,699484,1020257,3230884,6216956,10760211,19312374,37503785,131997328,232862129,287901228,553855874,2470115182
262615,464400,640398,1022179,2551556,3652652,10842458,14953594,36201080,149672041,237753547,289492632,553906830,2501987582
261580,472407,631213,1043133,3069107,3481410,10560408,19967981,37407261,138909102,233238277,291110310,553756605,2596967457
269873,449737,668075,999996,2483498,4017332,10575118,18465101,36341666,136338685,237007927,292461117,552072608,2452299998
257682,476306,628746,1003326,3071466,3494720,10438102,16065758,37177804,157970969,233466512,289311966,552176943,2488265605
259700,455613,632342,1038057,2465616,6067293,10492227,18358747,36526260,138290367,236872604,291195766,554898013,2476460010
259524,475221,663776,1035189,2987027,3690832,10392204,19233311,37486771,136958043,233725714,289678035,554255661,2449492531
269884,462120,676019,1051096,2285960,3476478,11227212,16877115,36266125,139682403,218359737,279046817,555300310,2485100376
257987,470799,630820,1002797,2914859,4020010,10267082,19484842,30545218,138026478,208390902,279494687,553114706,2424581609
257441,446053,652203,1052199,2426664,3408869,11388770,15062454,37758163,139821554,209774230,283439091,556637981,2439470628
260584,484686,644587,1025500,3054272,3476592,10393674,19362916,37874875,137631924,208409006,286064346,552513074,2446940195
267248,461607,633193,1008239,2413751,3413543,11177018,18117209,36294248,140183318,208256280,285524411,558511711,2441448827
257918,463728,650531,1008350,3004381,6191817,10441242,17373047,37390677,138045797,206921845,284728686,553911092,2639625701
252546,462003,651273,1023157,2402582,4091611,11025968,18369682,36648804,140425222,208196776,285631879,556576162,2446542460
256184,479797,679366,1040107,3000197,3548787,10385040,17398269,37371100,140182308,207929700,283767264,555786766,2448764063
267272,451861,663317,987830,2499932,6000432,10659481,18354933,36659211,140305069,207869410,286307792,556576489,2464969526
257758,470077,639494,1005370,2941410,4095843,9755531,17284131,37327811,137850045,293719207,283954198,554012074,2419961550
254253,458102,649669,1007039,2353005,3515776,8472416,15306547,36270374,140363603,230906179,287580728,555373804,2438703522
258942,452307,664524,1029116,2938293,6095433,8384193,17748752,37262330,161294281,239089591,281585784,554164011,2738047054
257935,463511,671379,1057189,2540073,3635894,10804220,18247091,36186839,173476407,228395825,281536772,557264301,2441271366
257559,497562,647031,997874,3017254,3424864,10553072,17304652,37125731,138670802,238088694,281309262,553991463,2435758766
255837,440205,657256,1011749,2340679,4022909,8307300,18449666,29240470,140479672,228440100,286637029,553568831,2428706661
262452,470958,654371,1021059,2964004,3478146,10765697,17340394,39104417,159850914,239899090,286215647,553267132,2427375442
261861,465511,704565,1044386,2441681,6065172,11082634,18377894,36461012,141609982,228808552,285987839,556202688,2432383571
260208,464144,696253,1027932,3035188,4117410,8452981,17521802,30624927,157253869,239735576,284401379,553193444,2457177108
249872,455146,715289,989590,2400869,3688650,10935565,18278641,37950017,140992077,228883438,284760008,554615093,2469778723
256501,468534,703104,1030639,2959011,3461590,11162673,17764682,37355442,140135409,238630858,283958215,555324057,2488074028
260515,451831,716944,1051422,2413380,3594538,8486681,18109214,29794839,163455798,230644304,284315820,557541557,2470919103
266319,472712,682602,1026598,3223449,4641628,11082283,18020985,39590838,139462011,239319099,285782481,554328228,2570646616
255605,454926,666636,1057250,2758034,4459095,10958610,19097870,36365397,164737557,229658620,285227686,555751526,2843041413
261232,478804,608505,989916,3193989,3486466,10934362,17695116,37547702,140189910,239227847,285816176,555158480,2462913937
258402,467368,664406,998055,2569339,3564625,11684629,19031000,36527445,152037164,229625382,285785052,556064836,2426031589
265154,478162,664126,1007856,3204482,3355548,10795933,16413215,37535763,148880627,240016741,286874757,556522354,2560328224
254155,455189,652172,1006911,2646995,4599754,11140968,18741101,36427340,140865702,228653715,279980966,556775897,2444286499
265260,491507,642312,1059705,3166347,3525289,11074750,19417630,37415169,145634065,238631841,284217884,555853399,2580728046
268501,462410,650579,986204,2626137,3688848,10922361,14876003,36539307,141565980,228767174,285687490,554371684,2519444193
253880,490599,676509,1007667,3176106,3439545,11057280,19816302,37652751,139840702,239479159,284179671,555629115,2423476057
260053,463593,629564,1061480,2541090,3370244,10941821,18571680,36328966,142041901,229302363,285416073,556522098,2459865089
259314,680081,663790,1006252,3180161,4251001,10962058,17913713,36360397,140765896,239715379,285257506,553846286,2426720948
297338,445982,645158,1038483,2616568,3869753,10988632,19014890,36385359,147147685,228120185,286915310,558279069,2479781589
261476,479888,648621,1027908,3186968,3520277,11154131,17857253,36170969,151339862,239665810,286208974,554924365,2462161317
258281,471582,669447,1071694,2605247,3549944,11033313,18628864,35531581,142073596,229078186,285955809,555391064,2455135198
269845,502645,666604,987240,3217668,5587620,10982321,17517212,36518309,152608465,238969770,284024776,555259237,2447150186
261305,459411,650186,1013511,2641807,4255235,10930018,18795951,35972896,151647115,229134290,286588721,555739682,2504159639
266356,475343,657718,996143,3230305,3500409,10960507,17783523,36547124,154813800,238387169,278751176,553002961,2430468627
254334,446325,652893,1029400,2664261,6063454,10604412,18790485,35735747,132834410,228913090,279428844,555141200,2433053617
260521,480032,657602,1031301,3195460,3674453,11110674,17699889,36438707,133391630,239598121,279364968,553334666,2425576954
263500,502432,653245,994773,2621468,3419376,10833027,18737120,35525467,132394807,228820029,280110685,553281209,2429098612
259438,487578,657143,1026288,3220799,4097273,10898089,16335388,36327730,133614403,239453031,278568356,554996708,2410283659
263335,465361,637910,1017450,2627105,3548944,11020138,18673533,36025976,132350155,228501913,285185843,556276948,2384657105
262649,463481,637676,1038514,3285821,6103788,10808319,19779234,36696921,133447729,238665343,284942183,556831581,2462065498
272057,466170,646379,1052202,2539426,3670954,10863993,16730010,35788261,132633376,228758815,283250951,556010502,2379767343
261069,527382,663536,978887,3251635,3441765,10936447,19809331,36281136,133125947,239376702,286516113,554788870,2382820460
261821,458100,642091,1020231,2636930,4105622,10982083,16505316,35801446,132117372,228816741,285018304,557229581,2429963491
258908,470381,690088,1007992,3241321,3516624,10928236,19437289,41103534,133173936,240717442,287149839,552177358,2504771992
265832,460293,654482,1036972,2654952,6052110,11147351,14879175,36583138,135978013,228789870,285712112,562159672,2448852081
256162,475385,648647,1017604,3123837,3668206,11402945,19869499,36747122,136937386,239369805,286018956,554350295,2561827356
258928,465815,1488841,998763,2570872,3432401,10652743,18498192,39785979,134500648,229150702,278860065,555828217,2509871451
260337,479379,700527,1010729,3063063,3982214,10615536,16275587,36392782,136809629,240607302,280107031,555000692,2414331511
272524,473326,712074,1051356,2491405,3511867,10374576,18765312,36039370,134835202,229673515,274337869,555724629,2455493457
259092,489649,731329,1026821,2951129,6079549,10507085,19746190,36510474,145437088,238116185,276800388,553306964,2434986500
263475,452344,701108,1063555,2466066,3610420,10481968,14922109,35958397,145999413,229527160,275648527,556600883,2489224502
264646,470149,672844,986003,2926373,3400015,10634380,19866631,36594606,140166060,239533330,277273855,552834428,2423222975
267271,447309,736987,1010681,2447723,4045824,10267889,18389774,36034729,137282285,228688419,275808892,554724508,2390533500
257126,469614,712783,1008490,2990637,3516079,10612085,16009603,36551097,143994502,238609540,276407760,555722623,2402868749
260907,461803,712719,1028356,2381297,6082603,10470889,18767269,39527183,128643386,229150548,276895980,554145360,2664481246
259561,458794,708748,1049608,2928099,3643689,10673347,19552823,36899426,155677908,239120046,286484363,555910983,2548155747
273117,465067,711145,989341,2477032,3417073,10596454,16768471,35911342,144345317,230138881,290222289,562282157,2453465358
256453,463637,654316,1003946,2982506,4036347,10616220,19611534,36577953,143775434,239067623,287817173,553526988,2414872038
263098,478720,681507,1049553,2463695,3499659,10427765,16717422,36111083,149331408,229446205,289135631,557320327,2444363169
257509,474496,663440,1005364,2980340,6066128,10574646,19582974,36643957,143880827,239339890,286902255,551184813,2434516127
267162,454534,636512,1063054,2506212,3624696,10391578,16258562,36236081,146398199,228581427,289425078,557708362,2451956582
256777,474523,687807,1009881,2981679,3401356,10568395,19417573,36920332,148285524,240089457,288658404,554631792,2423479813
263438,471654,674965,1060660,2425097,4005086,10613739,16558896,35858644,144664807,246899865,290617197,554848459,2428280415
259116,471115,654592,984715,2968386,3497307,8411003,19585300,29756044,148725524,238997760,288394543,553792214,2425289406
263806,463974,666211,1009188,2470502,6035864,10854614,16177927,37768733,156006167,230252343,287517694,556965654,2610937370
256825,466081,668505,1015799,2992816,3623662,10416852,19622942,36973415,135393407,240517453,287377453,554728669,2481409994
251017,473774,654368,1032298,2424063,3371359,8222438,16240050,35966511,151394721,229182172,282367068,555901121,2476125196
261717,453108,676027,1069781,2955649,4035268,10815952,19325030,37025198,133387661,238260736,287204644,553865166,2416318456
258879,455219,645090,983784,2459235,3524575,10670769,16196603,36282153,147239065,228639660,287143469,555439862,2627587257
257438,460920,647605,1008373,3011706,6070674,8337782,19562410,36614260,132800893,238351055,286983902,553517974,2414248700
249709,455722,675949,1048166,2372985,4116085,10763774,16383682,36375417,132057085,228619978,283305319,555960730,2400771845
261212,476692,640840,1033761,2993709,3548187,10468803,19210309,36739183,145249634,239017261,284134304,553116682,2412445056
258216,441776,683846,1051743,2450499,5996996,8458427,17055706,36208820,131000365,228911254,286274757,556538159,2453469842
257102,458502,727665,1010363,3114988,3643268,11086294,19850241,36579428,134816676,238652238,290114956,554655143,2639793718
252852,472780,684007,1009452,2697392,3406580,10485372,15077781,35933227,154299965,228889672,281701778,556277469,2442419543
258824,466026,710581,1002230,3319215,4051334,10538003,20020842,36972728,146281419,239368274,283968773,554014527,2580386485
266837,450474,704268,1021469,2559247,3538733,10477102,18975891,36035714,135163641,229075124,286328906,556889982,2458271853
256071,471745,738026,1032978,3166224,6084713,8368344,17303275,36381731,151840206,239543582,283493255,552560788,2533651316
253986,451452,680678,986811,2635274,3669798,10835814,18601901,28878276,135802388,228645681,282541673,557372058,2577671697
263046,474890,717817,1009497,3187526,3442208,10485940,17683783,38260110,141735820,239212923,285662907,552929206,2425860217
259717,454637,687396,1021346,2634944,4028515,8137852,18542378,35748896,142324149,228231613,285795491,556051624,2411390098
256936,461927,672734,1052665,3142005,3562775,10865014,17300938,36662351,142958565,239124474,284570938,552374671,2426342557
253336,454863,682909,1043238,2635346,6085892,10410668,18672602,36272248,135496567,228373145,286119323,556269950,2421315891
260823,471344,700462,990966,3180771,3624181,8263068,17684650,37508849,157663859,238898743,287322215,555102066,2451147651
260553,481827,647088,1036500,2634769,3409205,10765328,18746984,36600529,137044619,229876469,287415728,556165206,2445740452
258395,455916,667332,1037841,3192549,4069342,10552497,17392395,37312961,157514767,240268462,288419354,554336893,2435307205
253442,462581,665189,1016270,2632944,3804284,8269921,18845460,36444780,139009032,228857922,289195137,561054805,2457232576
261212,450995,617396,1074638,3178400,3458918,10750053,17706512,37316166,157454675,238598524,279768038,557458261,2420649613
259879,439432,653858,1638848,2616936,3508915,10435157,18160908,36116400,136613687,228860040,281060951,556091294,2462807967
259830,454411,653521,1025995,3156020,5542425,8204280,17122286,30384574,156034115,238745249,290645141,554164767,2509357772
251832,455538,635429,1049965,2567219,4219159,11033059,18518841,37812613,132490839,228348770,280894698,558193212,2727325216
260852,459881,674983,1012793,3132913,3484461,10610488,17179777,36536094,152245698,239168601,282137090,553243467,2406699795
260589,459307,641106,1053216,2660234,5984174,8319103,19032109,35975995,129491646,229708284,283435976,558117698,2398690931
256543,470575,621308,1003293,3179078,3620229,11112293,17262116,37576183,131210829,237394571,285720308,553106264,2395370070
252473,454153,648708,1048860,2637785,3433384,10438764,18783815,36143730,127853306,228319574,286390149,557231909,2412972159
261568,472783,649725,990581,3189349,3991890,8157857,17554717,36295081,134522468,238284949,289359225,552813582,2382868735
261801,445137,651479,1013989,2628834,3482887,10887764,18464770,36054065,127663657,227973710,287878990,556901133,2376819008
254397,479819,680071,995608,3231154,5978962,10346324,17856179,36292723,129452278,237804239,288190620,554235320,2405677861
252690,459462,651329,1030628,2598574,3652206,8422297,18615840,28880773,128663831,228820219,289524100,557369557,2430061756
258161,475176,618967,1017754,3176468,3470138,10614772,17580231,38234473,131168593,238533655,285607149,552409210,2435903586
261534,457824,643666,981503,2601383,5057346,10884019,18293329,35636483,128857734,228649278,288804213,557638079,2454168869
259064,476136,640382,1031817,3045288,3992701,8700610,17247253,36480293,139535847,239084384,286718958,553683935,2501103877
256862,449002,626739,1013672,2415349,6455335,11369610,18494742,36001813,134401485,229205933,286165502,556837270,2395706824
261036,477764,655552,1028267,3133523,4631596,10790818,16016408,36515791,137750699,238948767,284141145,554599788,2451001134
260677,462398,617434,1066978,2467277,4005093,8630300,18535736,36502054,133412788,228509614,287095364,556110718,2426626637
252859,465307,615313,1308678,3067035,6272075,11705248,19331414,36385940,138329200,239183821,283942173,556277627,2404577204
250683,453051,634508,1149460,2465759,4071646,11040928,16110294,35942480,134244204,228206129,284687857,554138461,2373173937
263918,481347,648003,1081343,3055278,3918628,10926627,19532054,36632967,139270672,239082527,289908404,553570493,2385753404
262017,463823,636505,1123995,2489442,4541572,10959650,16257147,36037056,136443293,228927970,290531370,558141686,2380803883
257859,460738,660385,1016147,2997323,3991116,8831520,19539153,36537503,140466703,238356324,289378411,555205385,2438814888
252023,479840,648510,1067371,2445914,6202456,11760186,16698382,35765080,136345088,228769454,279172630,555089309,2446929556
259506,480710,608606,1067289,3029660,4045737,10941130,19313496,35842490,143047685,222166137,280511823,555955018,2384233376
260236,454215,627173,1078922,2405674,3901455,8567765,16611186,36319989,136966864,209800419,287402039,556733531,2396361326
259138,462008,634574,1078330,3051245,4632221,11578774,19474391,36269472,140069388,207675443,290300972,554312970,2431043001
256324,467991,625481,1054437,2457683,3993375,10937036,16460153,35998615,156882501,208638881,288555278,555598957,2559167054
265286,469185,653025,1035959,3019363,6415702,8765068,19492884,36602991,167305923,207879743,281524989,554915082,2448099528
259002,523704,638151,1073519,2450665,4533250,11704390,16483757,35980125,134696281,209231281,280694251,555663493,2411701127
252405,492562,648152,1093667,3063879,3953735,10905557,19290013,29308402,138752330,207980979,279189981,554713706,2411274101
253979,465371,628911,1073666,2529187,6084617,8617451,16804615,37851913,156923154,210735104,284561816,555928400,2398257704
259385,479955,644836,1036967,3025272,3999956,11474765,19548477,36414548,139736016,206351658,283443826,553627844,2616889127
260476,457869,620541,1039495,2510900,3805605,11125670,16632241,28766442,159996307,208968322,285323786,556134194,2391258115
260479,469697,663028,1036491,3065594,4624260,10899700,19344341,38120906,139036499,210991271,283005214,555140301,2414502468
252308,471246,643843,1056385,2469735,3988841,11101230,15982401,35927596,157566547,208977134,282798370,554534179,2412311549
259027,490915,630764,1058723,3053569,6226645,8686199,19516581,29350265,138663712,208091559,286456698,554692304,2423723390
259928,460333,637120,1024201,2438390,4561336,11483478,16629236,37409180,148205636,207663323,287142893,557137930,2461132762
256683,475469,646732,1066611,3077264,3964234,10905042,19628181,36272089,138555594,209162779,288031472,554440627,2427248331
254717,453684,619606,1055013,2441441,6436990,8628844,16746724,28677596,148358504,208736850,286109162,558182853,2412128310
260176,465836,664346,1042000,3029624,3999439,11567006,19523199,38151256,145025829,210614709,286886914,556234067,2410635701
260478,461279,622987,1082846,2626260,7291464,11018306,16823753,41378279,133093174,208145177,285184458,555703662,2400576742
255862,471282,626235,997738,3154570,4209587,8469372,19373061,29301830,150737986,207515377,289589176,555093501,2417743556
252397,460123,656246,1008204,2577036,3904632,11312886,16894194,37752655,135112860,208090147,286422535,557987781,2381500199
255943,478475,641767,1031885,3240589,3591258,10743259,19285194,36241161,138867665,207204503,287259944,553975522,2377962608
259227,467221,622947,1012465,2635326,3706480,8380673,16758033,35668762,134865230,207698412,289742476,558450650,2385025451
248635,467814,644844,1054368,3284580,5383346,11372164,19468943,36581542,140576135,207468484,287736589,554147087,2384212629
250244,452747,666448,1050135,2650739,4342735,10871964,16280074,35781897,142295590,207471061,287681446,556800852,2375245157
259490,487759,662346,1039092,3200023,3782177,8348970,19359162,36032781,155373528,206600695,290228063,554696466,2349543161
259950,442083,680333,1058607,2602150,5663547,11090942,16468546,35690333,134248799,208598216,290414697,555956143,2372150967
256990,473932,656767,1046333,3263160,3793561,10496741,19410915,37033492,153911688,207520913,287362519,552841952,2397546215
251585,446848,620291,1041133,2688680,3633802,8131145,14906957,36066491,134528436,208396874,287580769,555463296,2355289351
261283,459480,649014,1065659,3188997,4175189,10970113,19890639,37237804,156546878,207716344,289489374,553494370,2420346149
260871,467079,643290,1032274,3035659,3793633,10653476,18337410,36124856,135590046,209768618,288705664,560125636,2389056277
254007,463458,652464,1087821,3312113,5735854,8385621,16075391,37155238,151924706,207384352,286163667,553022312,2378923173
251260,451411,652915,1000236,2631842,3830695,11174955,18628598,36603966,135432875,207087208,288939267,554066604,2378480999
259384,475987,634035,1041583,3168950,3631868,10623421,19497885,37116882,153698960,207226506,285538846,553989863,2346614089
258186,462200,621257,1042493,2635388,4157891,8344960,15246241,35907563,135635318,208354940,289262310,554818097,2355439798
253219,476181,645234,1039701,3168244,3800451,11073619,19522555,37004370,146002788,207056281,285584042,552921784,2369627135
253266,454997,628791,1073592,2674860,5609890,10510963,18209094,36153145,135671518,207467299,288690490,554567715,2369044555
259320,447190,623864,996571,3247275,3774718,8250042,16004160,36779999,140898940,206821860,291226700,554018771,2382433610
263784,459993,686036,997937,2680336,3646184,10778194,18604161,36004977,136324816,207922096,288525523,554410501,2413841352
256989,468485,650210,1036467,3160981,4116424,10425070,19308839,37117832,140933258,209631883,287616461,554506022,2379348669
251347,477061,642004,1009354,2624154,3756702,8237454,15208075,36265636,136394492,207323685,288684980,554990377,2368495683
260554,469704,647242,1056684,4995134,4725260,10847618,19324527,37009173,141122267,207754968,290203313,554851485,2371243485
255743,464654,616300,1057144,2800088,3803521,10402143,18090632,35948764,136317801,207273483,288305412,554531491,2430569691
258634,463078,696622,1003132,3317765,3658278,8357786,16063483,37676542,141286297,206458694,287571896,554511138,2412506238
254217,457170,702448,1064961,2597702,3741392,10936594,18686563,35996373,136140934,206913406,287831770,556177075,2403135509
258016,477791,647382,1036333,3163701,3401454,10362519,19451274,37318508,140800566,206375030,286933677,554174582,2374438227
